author,title,description,url,source,category,published_at,sentiment
unknown,fish barriers may aid baby corals in reef recovery,scientists from the australian institute of marine science and james cook university have designed special cradles for baby corals that help prevent fish from eating them alive.,https://phys.org/news/2024-07-fish-barriers-aid-baby-corals.html,Physorg - News And Articles On Science And Technology,science,2024-07-18,positive
emily chan,"this new spacesuit converts urine into water you can actually drink, and it sounds like something out of a sci-fi movie","new spacesuit prototypes inspired by the stillsuits worn by people in the science fiction epic dune are currently under development. in dune, the suits collected moisture lost through sweat and urination and converted it into drinkable water. the system that researchers from cornell university are working on functions in a similar way. perhaps someday, astronauts",https://www.chipchick.com/2024/07/this-new-spacesuit-converts-urine-into-water-you-can-actually-drink-and-it-sounds-like-something-out-of-a-sci-fi-movie.html,Chipchick,science,2024-07-18,positive
marketbeat news,integral ad science trading 5.2% higher,"integral ad science holding corp. shares traded up 5.2% during trading on tuesday . the stock traded as high as $10.94 and last traded at $10.94. 102, 617 shares changed hands during mid-day trading, a decline of 94% from the average session volume of 1, 719, 238 shares. the stock had previously closed",https://www.etfdailynews.com/2024/07/18/integral-ad-science-nasdaqias-trading-5-2-higher/,Etfdailynews,science,2024-07-18,positive
unknown,"to: all current stockholders of cassava sciences inc. and any stockholders who owned cassava stock at any time between and including august 26, 2020, through january 25, 2024 form 8 k","to:all current stockholders of cassava sciences inc. and any stockholders who owned cassava stock at any time between and including august 26, 2020, through january 25, 2024. please read this notice carefully and in its entirety. this notice relates to a proposed settlement of a lawsuit and contains important information....",https://www.marketscreener.com/quote/stock/CASSAVA-SCIENCES-INC-56537199/news/TO-ALL-CURRENT-STOCKHOLDERS-OF-CASSAVA-SCIENCES-INC-CASSAVA-OR-THE-COMPANY-TRADING-S-47412640/?utm_medium=RSS&utm_content=20240718,4-Traders,science,2024-07-18,positive
abmn staff,"8, 201 shares in science applications international co. purchased by empowered funds llc","empowered funds llc bought a new stake in science applications international co. during the 1st quarter, holdings channel reports. the firm bought 8, 201 shares of the information technology services providers stock, valued at approximately $1, 069, 000. several other hedge funds have also made changes to their positions in saic. norges bank purchased",https://www.americanbankingnews.com/2024/07/18/8201-shares-in-science-applications-international-co-nysesaic-purchased-by-empowered-funds-llc.html,Americanbankingnews,science,2024-07-18,positive
unknown,science 37 : enrolls 42% of trial cohort in 8 weeks,"science 37 supports phase 3 clinical trial with recruitment and enrollment, enhancing access for immunocompromised patients across the u.s. morrisville, nc - july 18, 2024 - science 37, a leader in enhancing patient access to clinical trials, disclosed the final figures resulting from its partnership with a...",https://www.marketscreener.com/quote/stock/SCIENCE-37-HOLDINGS-INC-115466266/news/Science-37-Enrolls-42-of-Trial-Cohort-in-8-Weeks-47412316/?utm_medium=RSS&utm_content=20240718,4-Traders,science,2024-07-18,neutral
marketbeat news,"russell investments group ltd. raises holdings in illumina, inc.","russell investments group ltd. increased its position in shares of illumina, inc. by 78.0% in the 1st quarter, according to its most recent disclosure with the sec. the institutional investor owned 123, 997 shares of the life sciences companys stock after purchasing an additional 54, 351 shares during the quarter. russell investments group",https://www.etfdailynews.com/2024/07/18/russell-investments-group-ltd-raises-holdings-in-illumina-inc-nasdaqilmn/,Etfdailynews,science,2024-07-18,positive
unknown,awakn life sciences corp.: awakn life sciences announces collaboration agreement with graft polymer plc,"toronto, ontario- - awakn life sciences corp. , a clinical-stage biotechnology company developing t...",https://www.finanznachrichten.de/nachrichten-2024-07/62762953-awakn-life-sciences-corp-awakn-life-sciences-announces-collaboration-agreement-with-graft-polymer-uk-plc-296.htm,Finanznachrichten,science,2024-07-18,neutral
unknown,awakn life sciences announces collaboration agreement with graft polymer plc,"awakn life sciences corp. , a clinical-stage biotechnology company developing therapeutics for substance use and mental health disorders, with a near-term focus on alcohol use disorder , is pleased to announce that it has entered into a commercial collaboration agreement dated july 17, 2024 with graft polymer plc , an innovative biopolymer...",https://www.marketscreener.com/quote/stock/AWAKN-LIFE-SCIENCES-CORP-124600187/news/Awakn-Life-Sciences-Announces-Collaboration-Agreement-with-Graft-Polymer-UK-PLC-47412019/?utm_medium=RSS&utm_content=20240718,4-Traders,science,2024-07-18,positive
marketbeat news,science applications international co. shares acquired by sg americas securities llc,"sg americas securities llc boosted its position in shares of science applications international co. by 7.0% in the first quarter, according to the company in its most recent 13f filing with the securities and exchange commission. the institutional investor owned 9, 327 shares of the information technology services providers stock after purchasing",https://www.etfdailynews.com/2024/07/18/science-applications-international-co-nysesaic-shares-acquired-by-sg-americas-securities-llc/,Etfdailynews,science,2024-07-18,positive
abmn staff,sg americas securities llc grows stock holdings in science applications international co.,"sg americas securities llc grew its holdings in science applications international co. by 7.0% during the first quarter, according to its most recent 13f filing with the securities and exchange commission . the institutional investor owned 9, 327 shares of the information technology services providers stock after purchasing an additional 614 shares",https://www.americanbankingnews.com/2024/07/18/sg-americas-securities-llc-grows-stock-holdings-in-science-applications-international-co-nysesaic.html,Americanbankingnews,science,2024-07-18,positive
abmn staff,"strata skin sciences, inc. director uri geiger buys 230, 573 shares","strata skin sciences, inc. director uri geiger buys 230, 573 shares",https://www.americanbankingnews.com/2024/07/18/strata-skin-sciences-inc-nasdaqsskn-director-uri-geiger-buys-230573-shares.html,Americanbankingnews,science,2024-07-18,neutral
marketbeat news,"strata skin sciences, inc. director uri geiger acquires 230, 573 shares","strata skin sciences, inc. director uri geiger bought 230, 573 shares of the firms stock in a transaction that occurred on monday, july 15th. the stock was bought at an average price of $3.14 per share, with a total value of $723, 999.22. following the completion of the acquisition, the director now",https://www.etfdailynews.com/2024/07/18/strata-skin-sciences-inc-nasdaqsskn-director-uri-geiger-acquires-230573-shares/,Etfdailynews,science,2024-07-18,positive
globenewswire,"mikra big summer sale on now, free gift with each order","toronto, july 18, 2024 lifeist wellness inc. , a health-tech company that leverages advancements in science and technology to build breakthrough ventures that transform human wellness, reports that its u.s. biosciences subsidiary mikra cellular sciences inc. has unveiled its big summer sale,",https://financialpost.com/globe-newswire/mikra-big-summer-sale-on-now-free-gift-with-each-order,Financial Post Canada Business News,science,2024-07-18,positive
unknown,"mikra big summer sale on now, free gift with each order","toronto, july 18, 2024 - lifeist wellness inc. , a health-tech company that leverages advancements in science and technology to build breakthrough ventures that transform human wellness, reports that its u.s. biosciences subsidiary mikra cellular sciences inc. has unveiled its big summer sale, with a free gift included with every order...",https://www.marketscreener.com/quote/stock/LIFEIST-WELLNESS-INC-49478428/news/Mikra-Big-Summer-Sale-On-Now-Free-Gift-with-Each-Order-47411586/?utm_medium=RSS&utm_content=20240718,4-Traders,science,2024-07-18,positive
marketbeat news,concurrent investment advisors llc cuts stock position in blackrock health sciences term trust,"concurrent investment advisors llc trimmed its position in shares of blackrock health sciences term trust by 21.5% in the first quarter, according to its most recent filing with the securities and exchange commission . the firm owned 11, 013 shares of the companys stock after selling 3, 020 shares during the quarter. concurrent",https://www.etfdailynews.com/2024/07/18/concurrent-investment-advisors-llc-cuts-stock-position-in-blackrock-health-sciences-term-trust-nysebmez/,Etfdailynews,science,2024-07-18,positive
unknown,simulating old age: a suit to enhance carers' empathy,"a pioneering study based on the use of a suit that limits mobility and reduces the wearers strength, coordination, dexterity and sensory perception simulates how ageing affects the daily lives of older people. the initiative, selected in the call for experimental research projects in social sciences by the social observatory of thela caixa foundation, helps enhance the empathy of social and healthcare professionals in residential care homes so that they can provide more humane a...read the full story at",https://www.webwire.com/ViewPressRel.asp?aId=324440,Webwire,science,2024-07-18,positive
unknown,fedex : opens first european life science center in veldhoven,"veldhoven, july 18, 2024 - federal express corporation, the world's largest express transportation company, has opened its first european life science center in veldhoven, the netherlands. this is an abstract of the document. to keep reading, click here and get access to the original version. attachments original...",https://www.marketscreener.com/quote/stock/FEDEX-CORPORATION-12585/news/FedEx-Opens-First-European-Life-Science-Center-in-Veldhoven-47410998/?utm_medium=RSS&utm_content=20240718,4-Traders,science,2024-07-18,positive
unknown,"unlocking the secrets of luca, earth’s earliest life form - scitechdaily","unlocking the secrets of luca, earth’s earliest life formscitechdailyall life on earth comes from one single ancestor. and it's so much older than we thought.popular mechanicssearching for luca, the first life-form from which all other life descendedthe hinduluca: last common ancestor of all life emerged far earlier than thoughtnew scientistour last common ancestor lived 4.2 billion years ago-perhaps hundreds of millions of years earlier than thoughtscience",https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vc2NpdGVjaGRhaWx5LmNvbS91bmxvY2tpbmctdGhlLXNlY3JldHMtb2YtbHVjYS1lYXJ0aHMtZWFybGllc3QtbGlmZS1mb3JtL9IBAA?oc=5,Google News Science Gb,science,2024-07-18,negative
anna akopyan,a new anti-ageing drug shows potential for humans,"an experimental drug successfully extended the lifespans of middle-aged mice by 25 per cent; experts find it has great potential for humans. the researchers from the medical research council laboratory of medical science, imperial college in london and duke-nus medical school in singapore, injected mice with a newly developed antibody when they were 75 weeks",https://euroweeklynews.com/2024/07/18/a-new-anti-ageing-drug-shows-potential-for-humans/,Euroweeklynews,science,2024-07-18,positive
abmn staff,bnp paribas financial markets has $1.42 million stock position in science applications international co.,bnp paribas financial markets has $1.42 million stock position in science applications international co.,https://www.americanbankingnews.com/2024/07/18/bnp-paribas-financial-markets-has-1-42-million-stock-position-in-science-applications-international-co-nysesaic.html,Americanbankingnews,science,2024-07-18,neutral
marketbeat news,exact sciences price target cut to $75.00 by analysts at the goldman sachs group,"exact sciences had its target price reduced by the goldman sachs group from $88.00 to $75.00 in a report published on wednesday morning, benzinga reports. they currently have a buy rating on the medical research companys stock. exas has been the topic of a number of other reports. canaccord genuity group",https://www.etfdailynews.com/2024/07/18/exact-sciences-nasdaqexas-price-target-cut-to-75-00-by-analysts-at-the-goldman-sachs-group/,Etfdailynews,science,2024-07-18,positive
marketbeat news,"bnp paribas financial markets sells 2, 464 shares of science applications international co.","bnp paribas financial markets trimmed its stake in science applications international co. by 18.5% in the 1st quarter, holdingschannel reports. the firm owned 10, 867 shares of the information technology services providers stock after selling 2, 464 shares during the quarter. bnp paribas financial markets holdings in science applications international were worth $1, 417, 000",https://www.etfdailynews.com/2024/07/18/bnp-paribas-financial-markets-sells-2464-shares-of-science-applications-international-co-nysesaic/,Etfdailynews,science,2024-07-18,positive
lee yoon-seo,robert downey jr. nominated for emmy for park chan-wook's 'the sympathizer,"iron man star robert downey jr. has been nominated for an emmy for his performance in south korean auteur park chan-wooks hbo miniseries the sympathizer, as the 76th emmy nominations were announced thursday. downey portrays four characters in the seven-part black comedy miniseries: a cia agent, film director, congressman and professor. for his performance as multiple antagonists in the series, the academy of television arts & sciences said that downey has been",https://www.koreaherald.com/view.php?ud=20240718050685,Koreaherald,science,2024-07-18,negative
unknown,"windrose consulting group announces the appointment of jose galan as a partner, to continue its growth as a leader in global pricing & market access strategy services","philadelphia, july 18, 2024 prnewswire - windrose consulting group, a global strategy consulting firm that partners with life science companies to maximize the commercial value of their product...",https://www.finanznachrichten.de/nachrichten-2024-07/62760211-windrose-consulting-group-announces-the-appointment-of-jose-galan-as-a-partner-to-continue-its-growth-as-a-leader-in-global-pricing-market-access-s-008.htm,Finanznachrichten,science,2024-07-18,negative
chronicle editor,nyasango proud of makarawu,"ellina mhlanga senior sports reporter for olympian and now athletics coach, cuthbert nyasango, tapiwanashe makarawu’s qualification for the forthcoming summer games is something he says he had always expected given the sprinter’s “huge’’ potential. seven athletes including makarawu, a former national sports academy athlete and bindura university of science education student, will represent zimbabwe at",https://www.chronicle.co.zw/nyasango-proud-of-makarawu/,The Chronicle,science,2024-07-18,positive
busani bafana,can scientific freedom deliver development for africa,"scientific research has led to social and economic gains worldwide, but the scientists who make it happen face significant challenges. science propels development, yet scientists need the freedom to research and advance technology and innovation. is scientific freedom a cornerstone of development for african countries to remain globally competitive#8221; constraining science growing societal polarization, erosion",https://www.ipsnews.net/2024/07/can-scientific-freedom-deliver-development-for-africa/?utm_source=rss&utm_medium=rss&utm_campaign=can-scientific-freedom-deliver-development-for-africa,Ips News Agency,science,2024-07-18,positive
abmn staff,"gilead sciences, inc. given average rating of hold by analysts","gilead sciences, inc. given average rating of hold by analysts",https://www.americanbankingnews.com/2024/07/18/gilead-sciences-inc-nasdaqgild-given-average-rating-of-hold-by-analysts.html,Americanbankingnews,science,2024-07-18,negative
andrey feldman,diamond helps build efficient 3d computer chips,"tackling heat transfer, diamond layers help build 3d circuits with lower power consumption, faster signaling, and increased performance.the post diamond helps build efficient 3d computer chips appeared first on advanced science news.",https://www.advancedsciencenews.com/diamond-helps-build-efficient-3d-computer-chips/,Advanced Science News,science,2024-07-18,positive
hwang joo-young,ex-nasa researcher nominated as new science minister,"yu sang-im, a former nasa researcher, has been nominated as the new minister of science and ict, the presidential office announced thursday. introducing yu, the presidential office described him as the right person to strongly lead our countrys science and technology policies during this great transformation of the advanced technology revolution, based on his long research experience and expertise in the field of science and technology. the 65-year-old graduated from seoul n",https://www.koreaherald.com/view.php?ud=20240718050567,Koreaherald,science,2024-07-18,positive
kim jun-hong,tmax tibero’s research center recognized top r&d center by science ministry,"tmax group announced thursday that the research institute under its database management system specialist subsidiary, tmaxtibero, has been recognized by the ministry of science and ict as the top corporate research and development center for the first half of 2024. among 24 exemplary corporate research institutes chosen by the ministry, two, including tmaxtibero, were highlighted for their global growth potential and designated as top-tier. tmaxtiberos research institute focuses on",https://www.koreaherald.com/view.php?ud=20240718050541,Koreaherald,science,2024-07-18,positive
son ji-hyoung,"yoon names snu prof. as new science minister, nk defector as unification council head","president yoon suk yeol on thursday nominated yoo sang-im as the new science minister and north korean defector-turned-lawmaker tae yong-ho as the secretary-general of the presidential peaceful unification advisory councils secretariat, a vice-ministerial post. presidential chief of staff chung jin-suk told reporters thursday that yoo, a materials science and engineering professor at seoul national university, is the right fit for the position tasked with the conservative administration&#0",https://www.koreaherald.com/view.php?ud=20240718050540,Koreaherald,science,2024-07-18,positive
unknown,alit indonesia empowers marginalized children to improve their standard of living,"surabaya, indonesia, july 17, 2024 - - yuliati umrah, a political science graduate from airlangga university in surabaya, east java, founded the arek lintang foundation indone...",https://www.finanznachrichten.de/nachrichten-2024-07/62758418-alit-indonesia-empowers-marginalized-children-to-improve-their-standard-of-living-011.htm,Finanznachrichten,science,2024-07-18,neutral
marketbeat news,head-to-head analysis: histogen & roivant sciences,"histogen and roivant sciences are both medical companies, but which is the better stock we will contrast the two businesses based on the strength of their institutional ownership, valuation, analyst recommendations, profitability, risk, dividends and earnings. insider & institutional ownership 64.8% of roivant sciences shares",https://www.etfdailynews.com/2024/07/18/head-to-head-analysis-histogen-nasdaqhsto-roivant-sciences-nasdaqroiv/,Etfdailynews,science,2024-07-18,positive
unknown,mahe’s first v-c valiathan no more,instrumental in establishing the sree chitra tirunal institute for medical sciences and technology,https://www.thehindubusinessline.com/news/education/mahes-first-v-c-valiathan-no-more/article68416702.ece,Business Line,science,2024-07-18,neutral
highlandsport,olympics countdown: kelly mcgrory can’t wait to experience first olympic games,tir chonaill acs kelly mcgrory is going to a first olympic games with the irish relay squads. the limerick based sprinter has been selected as part of the mixed 4x400m and women 4x400m teams. kelly is hopeful she may get some track time in paris but it depends on the schedule of the other team olympics countdown: kelly mcgrory cant wait to experience first olympic games read more the post olympics countdown: kelly mcgrory cant wait to experience first olympic games appeared first on highland radio - latest donegal news and sport.,https://highlandradio.com/2024/07/18/olympics-countdown-kelly-mcgrory-cant-wait-to-experience-first-olympic-games/,Highland Radio,sports,2024-07-18,positive
jeff agrest,white sox in last place on the field and in the tv booth,"on the field, there’s nowhere for the white sox to go but up. remarkably, the same holds true in the tv booth.this week, the sports media website awful announcing published its rankings of local mlb broadcast teams based on fan voting. the site said more than 13, 000 votes were cast. the most beloved booth belongs to the mets. the most disliked booth belongs to the sox.both booths have generated a lot of attention - the site said the mets and sox received the most votes - but for vastly different reasons. the mets’ trio of gary cohen, ron darling and keith hernandez had been in the top...",https://chicago.suntimes.com/sports-media/2024/07/18/chicago-white-sox-john-schriffen-steve-stone-jason-benetti-awful-announcing-mlb-rankings-2024,Suntimes,sports,2024-07-18,positive
oisinkelly,football talk with gavin cullen,"three north west sides are facing into fai cup second round action this weekend. eight days after their league encounter, finn harps return to turner cross to face cork city in the cup and its a busy few days for derry city who have european and fai cup action in a four day period. fai football talk with gavin cullen read more the post football talk with gavin cullen appeared first on highland radio - latest donegal news and sport.",https://highlandradio.com/2024/07/18/football-talk-with-gavin-cullen/,Highland Radio,sports,2024-07-18,positive
ny post video,russell westbrook poised to sign with nuggets | breaking news now,"new york post sports anchor brandon london and the posts zach braziller react to the los angeles clippers trading russell westbrook to the utah jazz, who are expected to buy out the former mvp, clearing the way for westbrook to join nikola jokic and the denver nuggets.",https://nypost.com/video/russell-westbrook-poised-to-sign-with-nuggets-breaking-news-now/,Post,sports,2024-07-18,positive
kyle schnitzer,queens dad who smuggled cocaine in stuffed santa claus dolls gets christmas gift plea deal,"hell be off the naughty list fast. a queens dad who smuggled nearly $90, 000 worth of cocaine through stuffed santa claus dolls at jfk airport got an early christmas present thursday when he got just 18 months in prison on a plea deal. adderly rafael santos familia, 32, sported a jolly grin outside brooklyn federal...",https://nypost.com/2024/07/18/us-news/queens-dad-who-smuggled-cocaine-in-stuffed-santa-claus-dolls-gets-christmas-gift-plea-deal/,Post,sports,2024-07-18,positive
darryn albert,tommy pham drawing trade interest from 2 mlb contenders,tommy pham might just be getting a chance at a second straight world series berth. jon heyman of the new york post reports this week that the philadelphia phillies and the kansas city royals are thought to have trade interest in the chicago white sox outfielder pham. heyman notes that pham is a trade candidate...the post tommy pham drawing trade interest from 2 mlb contenders appeared first on larry brown sports.,https://larrybrownsports.com/baseball/tommy-pham-trade-interest-two-contenders-phillies-royals/636286,Larrybrownsports,sports,2024-07-18,positive
"dr. tom jackson jr., frank whitlatch",college matters | cal poly president talks about moving on,"the olympics in paris will soon begin, and there will be many exciting events to observe. one of many favorite sports to watch is track and field, and specifically the relay races. in relay races, the first person runs a prescribed distance and then passes a baton to another runner to do the same, and",https://www.times-standard.com/2024/07/18/college-matters-cal-poly-president-talks-about-moving-on/,Times-Standard,sports,2024-07-18,positive
tanveen kaur lamba,is katie grimes sponsored by nevada state bank all about the usa swimming queen’s brand deals & sponsorships,"a powerhouse of talent, 18-year-old katie grimes is set to make her 2nd olympic appearance in 8 days, showing age is no barrier. aided by her incredible skills and brimming passion, she sealed this spot for herself across 3 sports divisions: 400m im, 1500m freestyle, and the 10km open water race. but making it to the post is katie grimes sponsored by nevada state bank all about the usa swimming queen’s brand deals & sponsorships appeared first on essentiallysports.",https://www.essentiallysports.com/us-sports-news-olympics-news-swimming-news-is-katie-grimes-sponsored-by-nevada-state-bank-all-about-the-usa-swimming-queens-brand-deals-sponsorships/,Essentially Sports,sports,2024-07-18,positive
steve delvecchio,rob manfred considering much-needed change to mlb all-star game,"mlb fans might finally get their wish with the uniforms at next years all-star game. for a fourth consecutive year, players and coaches at the all-star game on tuesday night wore generic national league and american league uniforms. that is how the uniforms have been since 2021, though most fans agreed that the threads were...the post rob manfred considering much-needed change to mlb all-star game appeared first on larry brown sports.",https://larrybrownsports.com/baseball/rob-manfred-all-star-game-uniform-change/636284,Larrybrownsports,sports,2024-07-18,negative
larry brown,interesting afc team has shown interest in a brandon aiyuk trade,"brandon aiyuk has officially requested a trade from the san francisco 49ers, and an interesting afc team has reportedly shown interest in dealing for him. cbs sports reporter josina anderson said this week that the new england patriots had inquired with the niners about a trade for aiyuk. at the time, they were told the...the post interesting afc team has shown interest in a brandon aiyuk trade appeared first on larry brown sports.",https://larrybrownsports.com/football/patriots-interested-brandon-aiyuk-trade/636285,Larrybrownsports,sports,2024-07-18,positive
sloan piva,"commanders season tickets 2024: cheapest price, cost, seating map for every home game in washington d.c.","the sporting news unveils the full home-game schedule for the new-look washington commanders in the 2024 nfl season, including opponents, dates, times, tv coverage, and season package and individual game ticket links.",https://www.sportingnews.com/us/nfl/news/commanders-season-tickets-2024-commander-stadium-washington-dc/09b31627c2ecdede4c6edeff,Sporting News,sports,2024-07-18,negative
jeanette bent,the california department of public health warns people not to eat shellfish “sport-harvested” from santa cruz and monterey counties,"santa cruz county, calif. - the california department of public health issued a press release thursday warning people not to eat recreationally harvested mussels, clams or whole scallops from santa cruz and monterey counties. the county of santa cruz health services agency stated that there were dangerous levels of paralytic shellfish poisoning the post the california department of public health warns people not to eat shellfish sport-harvested from santa cruz and monterey counties appeared first on kion546.",https://kion546.com/news/2024/07/18/the-california-department-of-public-health-warns-people-not-to-eat-shellfish-sport-harvested-from-santa-cruz-and-monterey-counties/,Kionrightnow,sports,2024-07-18,negative
joe lucia,cbs sports signs multi-year rights deal with efl,"english soccer is coming to cbs sports platforms for the next four seasons. on thursday, cbs sports announced a media rights agreement with the english football league , beginning this season and running through the 2027-28 campaign. the efl previously had a media rights deal in the united states with espn, signed in 2022. the read more...the post cbs sports signs multi-year rights deal with efl appeared first on awful announcing.",https://awfulannouncing.com/cbs/cbs-efl-media-rights-wrexham-carabao-cup-2028.html,Awfulannouncing,sports,2024-07-18,negative
unknown,"on final day of event, hulk hogan to introduce donald trump ahead of his acceptance speech","donald trump is set to formally accept the gop nomination for president thursday evening at the republican national convention, and he has hulk hogan and other combat sports heavyweights front-lining for him.",https://www.upi.com/Top_News/US/2024/07/18/donald-trump-hulk-hogan-republican-national-convention/8361721322237/,Upiasia,sports,2024-07-18,negative
post editorial board,tish james’ trans sports crusade will hurt women and girls,new york ag tish james is fighting a woke crusade so biological males can play sports against women and girls.,https://nypost.com/2024/07/18/opinion/letitia-james-trans-sports-crusade-will-hurt-women-and-girls/,Post,sports,2024-07-18,positive
unknown,inside evolving fifa 2026 world cup plan to cash in on the rise of high-end sports tourism,"the 2026 world cup is expected to be one of the most in-demand sports tickets of all-time, and there will be plenty of high-end hospitality packages available.",https://www.cnbc.com/2024/07/18/fifa-2026-world-cup-plan-to-cash-in-on-high-end-sports-tourism.html,Cnbc,sports,2024-07-18,positive
unknown,aeg supports diverse suppliers through vendor stewardship program,"northampton, ma accesswire july 18, 2024 as part of its supplier diversity program, aeg, a global leader in sports and live entertainment, is helping minority-owned businesses obtain vendor c...",https://www.finanznachrichten.de/nachrichten-2024-07/62767071-aeg-supports-diverse-suppliers-through-vendor-stewardship-program-200.htm,Finanznachrichten,sports,2024-07-18,positive
larry brown,russell westbrook gets traded by clippers,russell westbrook is on the move yet again. westbrook is being traded by the los angeles clippers to the utah jazz for guard kris dunn. the clippers are also swapping second-round picks with the jazz and will throw in some cash as part of the deal. espn sources: the los angeles clippers are sending guard...the post russell westbrook gets traded by clippers appeared first on larry brown sports.,https://larrybrownsports.com/basketball/russell-westbrook-traded-clippers-denver-nuggets/636283,Larrybrownsports,sports,2024-07-18,positive
unknown,photo gallery: programs in hall hard at work preparing for the regular season,"coming july 30, the times will release its sports media day interviews to preview the 2024 football season",https://www.gainesvilletimes.com/sports/football/photo-gallery-programs-hall-hard-work-preparing-regular-season/,Gainesvilletimes,sports,2024-07-18,neutral
ny post video,today’s iconic moment in new york sports: cappie pondexter sets liberty scoring record,"july 18, 2010: liberty star cappie pondexter scores a career-high 40 points in new york’s loss to the indiana fever to set a franchise record for single-game scoring.",https://nypost.com/video/todays-iconic-moment-in-new-york-sports-cappie-pondexter-sets-liberty-scoring-record/,Post,sports,2024-07-18,positive
nora walsh,6 places where beginners can learn to kiteboard,"the sport, in which you strap on a 30-foot kite and skim across the waves, is about to make its olympic debut. here’s where non-olympians can give it a try.",https://www.nytimes.com/2024/07/10/travel/kiteboarding-kitesurfing.html,The New York Times,sports,2024-07-18,neutral
kyle irving,argentina fires deputy sports minister for suggesting lionel messi should apologize for teammates' behavior,argentina fired its deputy sports minister after he suggested lionel messi should apologize for his teammates' behavior in their celebration after winning copa america.,https://www.sportingnews.com/us/soccer/news/argentina-fires-sports-minister-lionel-messi-apologize-teammates/d39d1817705350c3b4355c83,Sporting News,sports,2024-07-18,positive
oska,‘can score three goals with two touches’ - fabio cannavaro praises victor osimhen,"former real madrid and juventus defender fabio cannavaro has heaped praise on nigerian striker victor osimhen, who has been a standout performer for napoli in serie a. the world cup winner believes osimhen can help napoli challenge for the league title again. in an interview with la gazzetta dello sport, cannavaro discussed the favorites for the post can score three goals with two touches fabio cannavaro praises victor osimhen appeared first on sportsration.",https://sportsration.com/can-score-three-goals-with-two-touches-fabio-cannavaro-praises-victor-osimhen/,Sportsration Nigeria Soccer World Sports,sports,2024-07-18,positive
grey papke,terrell owens claims to have been disrespected by tom brady,"terrell owens thinks tom brady disrespected him about three years ago, and the hall of fame wide receiver is still not over it. in a recent appearance on the bubba dub show, owens claimed he had reached out to brady in 2021, after antonio brown famously walked out on the tampa bay buccaneers on the...the post terrell owens claims to have been disrespected by tom brady appeared first on larry brown sports.",https://larrybrownsports.com/football/terrell-owens-tom-brady-disrespect-comeback/636282,Larrybrownsports,sports,2024-07-18,positive
vatsal shah,"paris olympics: jessica pegula, iga swiatek, and bianca andreescu’s ‘mugshots’ trigger fans to drop wild reactions","come july, the sporting world is gearing up for the biggest event of the year, the paris olympic games. the mega-event starts in a week and will witness top sporting talent from across the globe take center stage in paris. like other sports, tennis will also field a near full-strength field that will sweat it the post paris olympics: jessica pegula, iga swiatek, and bianca andreescu’s ‘mugshots’ trigger fans to drop wild reactions appeared first on essentiallysports.",https://www.essentiallysports.com/wta-tennis-news-paris-olympics-jessica-pegula-iga-swiatek-and-bianca-andreescus-mugshots-trigger-fans-to-drop-wild-reactions/,Essentially Sports,sports,2024-07-18,positive
ben axelrod,espn ‘very close’ to adding a daily women’s basketball show,"as womens sports continues to increase its presence in the landscape of mainstream sports, it appears that espn is prepared to adjust accordingly. according to usa todays meghan l. hall, espn vice president of production sara gaiero recently shared that the network could be on the verge of adding a daily womens basketball program to read more...the post espn very close to adding a daily womens basketball show appeared first on awful announcing.",https://awfulannouncing.com/espn/close-adding-daily-womens-basketball-show.html,Awfulannouncing,sports,2024-07-18,negative
steve delvecchio,davante adams makes notable admission about recent trade rumors,"davante adams insists he is happy with the las vegas raiders heading into the 2024 season, but the star wide receiver did make one admission this week about all the buzz that has surrounded him. adams agents issued a statement on wednesday essentially saying any talk of adams wanting out of las vegas is nonsense....the post davante adams makes notable admission about recent trade rumors appeared first on larry brown sports.",https://larrybrownsports.com/football/davante-adams-aaron-rodgers-trade-rumors/636279,Larrybrownsports,sports,2024-07-18,positive
petty officer 1st class austin ingram,women’s all navy rugby 2024,"240713-n-vh871-2701 la jolla, calif. - sailors selected for the women’s all-navy rugby team pose for a photo during a tournament in la jolla, calif. all-navy sports provide sailors with exceptional athletic skills the opportunity to compete beyond the intramural level in team or individual sports, representing the navy in higher-level athletic competitions.",https://www.dvidshub.net/image/8536317/womens-all-navy-rugby-2024,Dvidshub,sports,2024-07-18,positive
petty officer 1st class austin ingram,women’s all navy rugby 2024,"240713-n-vh871-2455 la jolla, calif. - steelworker 2nd class kerry estevez, left, assigned to naval mobile construction battalion 3, runs the ball during a game for the women’s all-navy rugby team during a tournament in la jolla, calif. all-navy sports provide sailors with exceptional athletic skills the opportunity to compete beyond the intramural level in team or individual sports, representing the navy in higher-level athletic competitions.",https://www.dvidshub.net/image/8536315/womens-all-navy-rugby-2024,Dvidshub,sports,2024-07-18,positive
petty officer 1st class austin ingram,women’s all navy rugby 2024,"240713-n-vh871-2650 la jolla, calif. - ens. megan neyen, assigned to ticonderoga class guided-missile cruiser uss shiloh , runs the ball during a game for the women’s all-navy rugby team during a tournament in la jolla, calif. all-navy sports provide sailors with exceptional athletic skills the opportunity to compete beyond the intramural level in team or individual sports, representing the navy in higher-level athletic competitions.",https://www.dvidshub.net/image/8536316/womens-all-navy-rugby-2024,Dvidshub,sports,2024-07-18,positive
